content,date,dianzan,director,name,region,star,type,user_id

可以晚一点去，前七分钟有个特别无聊的贴片。大概是超级英雄片里最女权的一部，各方面都很女权。IMAX效果超炫，剧情传统合家欢，太适合周末看了！（73）,2018-06-22,1,布拉德·伯德,超人总动员2,美国,allstar50 rating,"喜剧,动作,动画,冒险",偷偷改名字

超人带娃，主妇养家都是喜剧套路，十八变萌娃承包全片笑点。媒介制霸全球怎么办？只有宝宝能拯救天下。动作设计和喜剧桥段都熟口熟面，开头的钻地魔居然没下文了。,2018-07-05,1,布拉德·伯德,超人总动员2,美国,allstar30 rating,"喜剧,动作,动画,冒险",风间隼

妈妈出门工作爸爸在家带娃，做不了数学题，谈心也失败，一切都不行不行，回头看步入职场的妈妈大成功，简直嫉妒到变形………太惨太真实哈哈哈，好在这是童话，所以爸爸一直都在努力且全力支持，现实呢,2018-06-23,3,布拉德·伯德,超人总动员2,美国,allstar40 rating,"喜剧,动作,动画,冒险",工口工口工厂长

连开场贴片都是家庭/育儿主题，暑期档更多是拍给(准)父母看的。男超人略红脖，女超人也有点，和另一职业妇女寒暄时假笑声刻意模仿希拉里？屏霸吐槽娱乐至死时代弊病：懒得亲自参与，止于太监观淫……笑点：超婴大战浣熊。赠票不看白不看,2018-07-06,0,布拉德·伯德,超人总动员2,美国,,"喜剧,动作,动画,冒险",ζωήιδ

还好 确实没有超出预期 少了第一部的惊艳,2018-06-23,0,布拉德·伯德,超人总动员2,美国,allstar40 rating,"喜剧,动作,动画,冒险",懒得懒了

只有浣熊够看。。。,2018-07-01,0,布拉德·伯德,超人总动员2,美国,allstar30 rating,"喜剧,动作,动画,冒险",Suito

"女性做正面人物时也会由女性做反面人物，女性做着男性“才能做""的事情时，男性也在辛苦地体验并竭力地做好女性“应该做""的事，这样的主旋律就是这么准确地软着陆到每个人的心里。不过关于英雄这事后面就基本没收尾啊。这个电影确实展现了这帮英雄很不稳定特别容易被人利用和操控的一面啊，真的很危险啊",2018-07-05,0,布拉德·伯德,超人总动员2,美国,allstar40 rating,"喜剧,动作,动画,冒险",丑嘴唇

当年反复看第一部，这最爱的皮克斯动画的续集，真盼了十几年。第一帧开始就觉得极其幸福。大家都超有发挥，好好玩。侧重荷莉，就有了两性平权与换位思考。反派对娱乐社会还挺有批判精神，直指sofa potato与旁观者。两个毒师演员神似了。哈，中餐外卖盒上竟然印着山珍海味。期盼续集不断。么么哒。,2018-06-23,1,布拉德·伯德,超人总动员2,美国,allstar50 rating,"喜剧,动作,动画,冒险",Mr. Infamous

说正经的，中文翻译能不能别再xx总动员xx环游记了听上去跟什么不入流的山寨一样。我中华文字博大精深，竟连个传神的电影译名都想不出来。有玩具总动员和海底总动员真的就可以了，再多就跟三傻大闹宝莱坞一样因为智障般的译名而令人错过了。。。。。。。,2018-06-16,2,布拉德·伯德,超人总动员2,美国,allstar50 rating,"喜剧,动作,动画,冒险",Summer-K

真的，求皮克斯别再拍续集了。,2018-06-23,0,布拉德·伯德,超人总动员2,美国,allstar10 rating,"喜剧,动作,动画,冒险",再见列宁

星湖 配音2D,2018-07-03,0,布拉德·伯德,超人总动员2,美国,allstar40 rating,"喜剧,动作,动画,冒险",Crazy Ivan

国语配音比较遗憾的是第一部的人马没有回归。很期待巴小杰能发挥更多作用的。制作精良，剧情还是套路了些。,2018-06-29,0,布拉德·伯德,超人总动员2,美国,allstar40 rating,"喜剧,动作,动画,冒险",尼奥安德森

稳定的古典模式叙事结构是为了更好的炫技，借Elastigirl的弹跳能力在几场追逐战中呈现了比前作更为疯狂扭曲的夸张运镜，喜欢那个杂糅了蒸汽波和简化赛博朋克元素的场景设计，分镜太高级复杂，几条支线插科打诨的精彩，女权意识以最自然的状态释放却也并未喧宾夺主，一切戏剧性元素都收放自如,2018-06-28,1,布拉德·伯德,超人总动员2,美国,allstar40 rating,"喜剧,动作,动画,冒险",簡深JAXX

超萌超可爱！故事也讲的好,2018-06-25,0,布拉德·伯德,超人总动员2,美国,allstar50 rating,"喜剧,动作,动画,冒险",憨大仁

反派用来改变世界的产品就是一副一摘就掉的vr眼镜这个比较好笑，不过即使如此，英雄们也无法自己摘下眼镜。电影一散场，人们纷纷拿出手机，其实是我们自己被蒙蔽也不愿摆脱吧。片子还讨论了特殊群体和家庭角色分配问题，大剧情没什么好看的，但看得高兴。,2018-06-22,4,布拉德·伯德,超人总动员2,美国,allstar40 rating,"喜剧,动作,动画,冒险",Summer

反派太弱，加入一堆边缘超能人，重点突出了妈咪，Jack Jack依然燃爆全场...只能卖萌挽救颓势...合家欢定位...看的IMAX尚可...,2018-06-24,0,布拉德·伯德,超人总动员2,美国,allstar30 rating,"喜剧,动作,动画,冒险",pksky

14年之后推出的续集，超人一家真的是超有爱，尤其是小宝宝拥有非常厉害的超能力，很可爱。反派设定还是不够有新意，套路较多。剧情很轻松合家欢，笑点不少。超能力是否合法化的讨论很有趣,2018-06-26,0,布拉德·伯德,超人总动员2,美国,allstar30 rating,"喜剧,动作,动画,冒险",少年派的崛起

真的蛮赞👍👍👍！结尾收得很惊艳！原来大boss是小宝宝～,2018-06-23,0,布拉德·伯德,超人总动员2,美国,allstar40 rating,"喜剧,动作,动画,冒险",muzilang

不是那么的期待，反而觉得还不错，甚至感觉比第一部好看，不过也就是皮克斯的正常水平，剧本还真是没有什么新意可言，所以也并没有被惊艳到，但是它至少是皮克斯出品的那么多续集里最燃的一部，比《赛车总动员3》、《海底总动员2》好看太多了，可是也没达到奥斯卡级别。衣夫人和小杰还是最抢戏的角色。,2018-06-22,0,布拉德·伯德,超人总动员2,美国,allstar40 rating,"喜剧,动作,动画,冒险",Ron Chan

适合小朋友和童心未泯的大朋友看，纯消遣娱乐型。故事情节比较陈旧，好在还有不少笑点。,2018-07-21,0,拉加·高斯内尔,汪星卧底,美国,allstar40 rating,"喜剧,冒险",sunshine

我喜欢这些小动物,2018-07-21,0,拉加·高斯内尔,汪星卧底,美国,allstar40 rating,"喜剧,冒险",燕门珠仙

狗狗聪明又可爱，很适合小朋友看！,2018-07-21,0,拉加·高斯内尔,汪星卧底,美国,allstar50 rating,"喜剧,冒险",Angel

小熊猫更可爱 狗狗也不错👌,2018-07-21,0,拉加·高斯内尔,汪星卧底,美国,allstar30 rating,"喜剧,冒险",hhy

"每条狗狗，无论它是做什么的，都应该平等。
人人平等，万物平等。
可爱的一群狗还有萌哒哒的熊猫，喜欢萌宠的不要错过ヽ(≧Д≦)ノ",2018-07-20,0,拉加·高斯内尔,汪星卧底,美国,allstar50 rating,"喜剧,冒险",北小喵、

标准的爆米花电影，可看也可错过，不过真的挺有意思的，推荐无聊的人去看看，那样你会更无聊,2018-07-22,0,拉加·高斯内尔,汪星卧底,美国,allstar30 rating,"喜剧,冒险",浮生

五星给Max,2018-07-22,0,拉加·高斯内尔,汪星卧底,美国,allstar50 rating,"喜剧,冒险",长宁全智贤

好看。,2018-07-24,0,拉加·高斯内尔,汪星卧底,美国,allstar30 rating,"喜剧,冒险",忆汐

轻松 欢乐的影片。机智勇敢的狗狗，与搭档警察从一开始的不和谐，互相嫌弃到后来的默契无间，成功完成任务解救“人质”，影片中更有人生小哲理，告诉你如何更好地与人相处，如何学会宽容对方让自己快乐，欢笑之余又让人有所感悟。,2018-07-22,0,拉加·高斯内尔,汪星卧底,美国,allstar50 rating,"喜剧,冒险",小兔乖乖

剧情简单适合孩童。但没有我喜欢的狗狗，也不够幽默搞笑。2018年7月24日,2018-07-25,0,拉加·高斯内尔,汪星卧底,美国,allstar20 rating,"喜剧,冒险",落荒而逃

高分都是为里面萌狗给的,2018-07-23,0,拉加·高斯内尔,汪星卧底,美国,allstar40 rating,"喜剧,冒险",五哥

小动物很可爱,2018-07-24,0,拉加·高斯内尔,汪星卧底,美国,allstar40 rating,"喜剧,冒险",Q不Q

看到这么多种类的狗狗真是大开眼界。喜欢麦克斯藐视一切的自信以及后来对朋友们的信任。信任真是一个永恒不变的话题，可是信任真的太难，太难了。,2018-07-25,0,拉加·高斯内尔,汪星卧底,美国,allstar30 rating,"喜剧,冒险",小北

可以可以，这很爆米花，挺喜欢看这种类型喜剧，什么帕丁顿熊彼得兔啊都不错，但是中文配音显得脑残，遗憾没看原声😒,2018-07-18,0,拉加·高斯内尔,汪星卧底,美国,allstar30 rating,"喜剧,冒险",utism .

带女儿去看，小孩子看得哈哈大笑。,2018-07-20,0,拉加·高斯内尔,汪星卧底,美国,allstar50 rating,"喜剧,冒险",莲水晶

很适合小盆友看，搞笑，勇敢，机智，合作，人与动物的沟通,2018-07-20,0,拉加·高斯内尔,汪星卧底,美国,allstar40 rating,"喜剧,冒险",毅飞冲天

作为一名铲屎官，在一部电影里同时看到那么多萌犬，真是大饱眼福，max聪明睿智，小熊猫的呆萌，甚至那只识时务的俊杰二哈，都让人印象深刻,2018-07-20,0,拉加·高斯内尔,汪星卧底,美国,allstar40 rating,"喜剧,冒险",潴潴

一只很机智的警犬乔装成参赛犬混入狗狗大赛，并取得了优异的成绩。为的是拯救一只来自北京的小熊猫和其他稀有动物，引坏人上钩，配合探长，最终救出了他们。情节风趣幽默还很有故事性，很棒,2018-07-20,0,拉加·高斯内尔,汪星卧底,美国,allstar50 rating,"喜剧,冒险",桃妈

和同学一起看，特别搞笑。,2018-07-20,0,拉加·高斯内尔,汪星卧底,美国,allstar50 rating,"喜剧,冒险",马骏铭程

过眼即忘类型，吸狗吸得倒挺开心。,2018-07-20,0,拉加·高斯内尔,汪星卧底,美国,allstar20 rating,"喜剧,冒险",萤

恐龙只吃坏人，一心向善,2018-07-22,0,胡安·安东尼奥·巴亚纳,侏罗纪世界2,"美国, 西班牙",allstar30 rating,"动作,科幻,冒险",novich

把恐龙都转移到古堡之后限制了大型恐龙的活动，前半部三角龙霸王龙又没抢到镜，对恐龙爱好者不友好。最后还是布鲁拯救世界。离胖只有一碗饭的星爵看起来手感很好的样子，谜之性感。Malcolm这个角色是全系列的良心。,2018-07-02,1,胡安·安东尼奥·巴亚纳,侏罗纪世界2,"美国, 西班牙",allstar30 rating,"动作,科幻,冒险",小斑

特效很棒，剧情也是有的，圣母的光芒也很强烈哈哈哈,2018-06-18,7,胡安·安东尼奥·巴亚纳,侏罗纪世界2,"美国, 西班牙",allstar40 rating,"动作,科幻,冒险",智

俄罗斯人几千万美金买了个dinosaur on a stick,2018-06-15,1,胡安·安东尼奥·巴亚纳,侏罗纪世界2,"美国, 西班牙",allstar30 rating,"动作,科幻,冒险",砒霜拌饭，走饭

赞叹于导演化腐朽为神奇的能力，后半段进入古堡俨然进入自我主场，各种调度重现梦魇，令电影变成另一版《孤堡惊情》；前半部分则是《海啸奇迹》。,2018-06-17,2,胡安·安东尼奥·巴亚纳,侏罗纪世界2,"美国, 西班牙",allstar30 rating,"动作,科幻,冒险",迦南Canaan

如果看过该系列全部，这部只能说还可以，除此之外，再一次对我国一些不靠谱坑娃的熊父母予以遣责，你带个不满两岁的娃看恐龙，你娃在旁边吓的半死哭不歇尿不湿都换了三次抖的仿筛糠的，你们带来看还坚持看完，真的是相当坑娃了,2018-06-17,2,胡安·安东尼奥·巴亚纳,侏罗纪世界2,"美国, 西班牙",allstar30 rating,"动作,科幻,冒险",一叶清澄

特效还不错。被那个小女孩感动了，最后放恐龙那一段真的挺感动。,2018-07-01,4,胡安·安东尼奥·巴亚纳,侏罗纪世界2,"美国, 西班牙",allstar40 rating,"动作,科幻,冒险",尽人事，听天命

"同为Chris, Evans日益无趣寡淡，Pratt招舔招剥值稳健上升啊。小猪贝比干爹转眼也78了。",2018-07-11,1,胡安·安东尼奥·巴亚纳,侏罗纪世界2,"美国, 西班牙",,"动作,科幻,冒险",傻乐的猫

还行 氛围感和紧张感更好,2018-06-15,1,胡安·安东尼奥·巴亚纳,侏罗纪世界2,"美国, 西班牙",allstar30 rating,"动作,科幻,冒险",墨雨

看了第一部，所以第二部也是必须要看的！感觉第三部会更精彩。结局已经做好了伏笔。第三部故事应该是围绕小女孩这一克隆人要开始了。她身上到底有什么神奇的事情要发生？,2018-06-18,5,胡安·安东尼奥·巴亚纳,侏罗纪世界2,"美国, 西班牙",allstar40 rating,"动作,科幻,冒险",灰灰

Blu简直万金油，拯救人类就靠牠了，像小猫咪一样口耐。JG帅翻了可惜就前后打了两下酱油。有个可有可无的彩蛋，错过也不遗憾,2018-06-16,0,胡安·安东尼奥·巴亚纳,侏罗纪世界2,"美国, 西班牙",allstar50 rating,"动作,科幻,冒险",多多

傻逼萝莉,2018-06-20,0,胡安·安东尼奥·巴亚纳,侏罗纪世界2,"美国, 西班牙",allstar40 rating,"动作,科幻,冒险",本多

一半小岛逃生灾难片一半古堡惊魂惊悚片。记忆深刻的镜头：一个是腕龙在即将覆灭的岛屿岸边对着远去人类的哀吼，一个是暴虐迅猛龙对着躺在床上小萝莉展开袭击前的觊觎。其他整体故事比较套路，反派的的动机和行为非常弱智与作死，虽然很多致敬前作的桥段，但感觉没有特别让人振奋的新内容。,2018-06-15,4,胡安·安东尼奥·巴亚纳,侏罗纪世界2,"美国, 西班牙",allstar30 rating,"动作,科幻,冒险",贡丸猩猩

结尾的彩蛋简直意义不明，变种恐龙就算有了诡计和智商还是死的飞快啊……我真的以为它还能反击,2018-06-15,0,胡安·安东尼奥·巴亚纳,侏罗纪世界2,"美国, 西班牙",allstar30 rating,"动作,科幻,冒险",UrthónaD'Mors

看完本来在吐槽bug，结果看了影评中关于梅西的猜测，细思极恐啊啊啊啊啊啊啊。（另外前几年有一部有关世界末日的电影，听说女主的大胸超抢镜，我以为是侏罗纪世界1，特意看了发现是我记错了……有没有人告诉我大胸女主那部叫什么名字啊想看）,2018-06-19,3,胡安·安东尼奥·巴亚纳,侏罗纪世界2,"美国, 西班牙",allstar30 rating,"动作,科幻,冒险",WWWwww

轰地跳出一只恐龙-嗷呜呜！人就啊啊啊啊！恐龙就康吃康吃。人就爬爬爬。恐龙就过来了。然后恐龙就嗷呜呜，嗷呜呜。这时候就嗖的一下，恐龙就呜嗷嗷，呜嗷嗷...,2018-06-19,0,胡安·安东尼奥·巴亚纳,侏罗纪世界2,"美国, 西班牙",allstar30 rating,"动作,科幻,冒险",摩诃曼珠沙华

特效还不错，剧情没什么新意，看一种情怀吧。,2018-06-15,1,胡安·安东尼奥·巴亚纳,侏罗纪世界2,"美国, 西班牙",allstar30 rating,"动作,科幻,冒险",夏蝉x

星爵真的就和胖是一碗饭的距离了。这个故事告诉我们，胖没什么～照样可以跑的过恐龙，养的了小龙女。,2018-06-15,0,胡安·安东尼奥·巴亚纳,侏罗纪世界2,"美国, 西班牙",allstar40 rating,"动作,科幻,冒险",梅岭藏殊梅长苏

整个电影就是讲恐龙是怎么被人从海陆空三种渠道给释放到整个世界的，就是3的前奏和铺垫。前半段是灾难片，后半段是恐怖片，厉害了。期待3的超大格局，希望别烂尾,2018-06-16,1,胡安·安东尼奥·巴亚纳,侏罗纪世界2,"美国, 西班牙",allstar40 rating,"动作,科幻,冒险",风客云心

唯二的亮点，1，岸边的腕龙; 2，到处乱撞的碰碰龙。,2018-06-28,1,胡安·安东尼奥·巴亚纳,侏罗纪世界2,"美国, 西班牙",allstar30 rating,"动作,科幻,冒险",朱熠

不好看，还以为能有啥惊喜，果然是我想多了,2018-06-29,79,韩延,动物世界,中国大陆,allstar10 rating,"剧情,动作,冒险",已注销

顺风易浪是人性，势不可用尽；逆风易投是常情，翻盘靠理性。难得翻拍没水土不服，恭喜喋喋杀出流量群，进步不可置否。炸裂炫技于情节推动意义不大但与作品理念相合，不幸的人比谁更无情，我守我的道，宁做小丑披荆斩棘在动物世界里穿行也不迷失自我利欲熏心。配色和反转不由想再推一把同类型的诈欺游戏,2018-07-01,8,韩延,动物世界,中国大陆,allstar40 rating,"剧情,动作,冒险",天籁💤

我觉得这是目前为止看过的最好的国产漫改电影了！制作非常精良，像我这种细节控愿意多刷一遍来弄懂那些被忽视的有趣的点。韩延的作品真的具有强烈的个人色彩，希望他继续保持。李易峰这次是hold住了大男主，郑开司这个人物很有味道。道格拉斯真是个有魅力的小老头！,2018-07-05,13,韩延,动物世界,中国大陆,allstar50 rating,"剧情,动作,冒险",夏染

点映。韩延继续以漫改幻想型二三次元交替风格玩飞，作为密室类型片工业质感置景突出游戏感，故事新颖节奏紧凑，特效尤为精良。诸多元素混杂，游戏部分紧张刺激，前后包装的情感部分串得还好，动物交战部分则略显跳脱。,2018-06-23,138,韩延,动物世界,中国大陆,allstar40 rating,"剧情,动作,冒险",老罗Lazzaro

辣鸡粉丝乱打1分,2018-07-04,9,韩延,动物世界,中国大陆,allstar10 rating,"剧情,动作,冒险",灰仔

点与圆有同样的起点，不同的是经历。立得住，续集可期。惊艳的是那些大角度翻转镜头。技术尽心尽力，点赞导演的成长与担当。新加入的情节与原著设定衔接有问题，赘笔多。负责任的创作制作与分配得当的戏份让主创各取所需，二刷再看，缺点也并不是碍眼。希望下次能再轻盈舒展一点。配角赞。受众有局限。,2018-06-27,76,韩延,动物世界,中国大陆,allstar40 rating,"剧情,动作,冒险",Superhat

世界上只有一种英雄主义，就是认清生活的真相后，依然热爱生活。,2018-07-10,5,韩延,动物世界,中国大陆,allstar40 rating,"剧情,动作,冒险",蒜 | BOY A

编辑不大行，很多情节理由牵强，李易峰表演算是没托太多后腿，但是也没太好，整体来说他确实演戏天赋不够,2018-06-29,30,韩延,动物世界,中国大陆,allstar20 rating,"剧情,动作,冒险",瞅啥呢

蛮成功的改编，连李易峰都不土了呢。,2018-06-29,9,韩延,动物世界,中国大陆,allstar40 rating,"剧情,动作,冒险",批发三百斤马骝

顺风不浪，逆风不怂，动物世界里彰显人性，守住自己的道，一起走下去吧，共勉,2018-06-29,77,韩延,动物世界,中国大陆,allstar50 rating,"剧情,动作,冒险",jenny

分屏叙事、奇观设计和视觉节奏所代表的韩延所擅长的漫画式奇想风格贴合了它的“游戏规则”世界观设定（动物性的被唤醒），却又和整体表达相分离。李易峰有脱俗，但他的角色在全片兼顾导游和游客两种身份，有点有意思的东西也被他絮絮叨叨地给解说没了。不仅完全没飘飞起来还极度规整无趣。,2018-06-23,28,韩延,动物世界,中国大陆,allstar20 rating,"剧情,动作,冒险",OreoOlymLee

谁还记得那个名字特长的岛叫啥？,2018-07-06,7,韩延,动物世界,中国大陆,allstar30 rating,"剧情,动作,冒险",王食欲

辣鸡,2018-06-29,57,韩延,动物世界,中国大陆,allstar10 rating,"剧情,动作,冒险",松儿🌲🇨🇳

一開始咬緊牙關沈迷於邏輯漏洞的檢索 後來覺得不重要了 但是故事嵌套的合理性待商榷⋯畢竟只有船上的遊戲部分比較一顆賽艇 個人感覺小丑部分特效偏向炫技 似乎對於大情節來說不是必要的啊 0707二刷看到一些細節,2018-07-04,5,韩延,动物世界,中国大陆,allstar40 rating,"剧情,动作,冒险",TurboGarden

电影里的谜题对观众不友好，你只能被动地等李易峰说答案，自己参与不进去，没有解谜对乐趣。另外我一直等着李易峰变身呢……,2018-07-07,3,韩延,动物世界,中国大陆,allstar30 rating,"剧情,动作,冒险",为人帅表

"其实不止这个分，我是来拉平均分的。
全篇都在装逼，猪脚完全没有变态人格，真是浪费小丑的人设。",2018-06-30,35,韩延,动物世界,中国大陆,allstar10 rating,"剧情,动作,冒险",鬼畜学博士

导演拿着一个好设定，一路carry全片到终场，一个石头剪刀布愣是整得老子热血沸腾的（咦这句话最近刚用过）……除了谈恋爱的戏份外，请李易峰坚持这场的状态，往真正演员的路再迈进一步,2018-06-29,46,韩延,动物世界,中国大陆,allstar50 rating,"剧情,动作,冒险",indicent time

流量男里终于有一个够及格线的了。李易峰还是聪明的,2018-06-30,20,韩延,动物世界,中国大陆,allstar40 rating,"剧情,动作,冒险",emillyhom

韩延导演的新作可以说是非常惊艳了！剧情紧张刺激，逻辑性十分强大，一个游戏，拍出了人性的弱点，十分契合动物世界这个片名。剧中的每个演员演技都非常棒，尤其是主角李易峰的演技，简直是有了质的飞跃，十分令人惊艳！,2018-06-29,174,韩延,动物世界,中国大陆,allstar50 rating,"剧情,动作,冒险",WE-XH-CL

这部电影还是可以的，峰峰转型还算不错，这部电影里看出了进步，小黄鸭确实适合大荧屏，电影还是励志的,2018-07-05,9,韩延,动物世界,中国大陆,allstar30 rating,"剧情,动作,冒险",梦梦

坦坦1,2018-07-15,0,何澄,新大头儿子和小头爸爸3：俄罗斯奇遇记,中国大陆,allstar30 rating,"儿童,动画,冒险,家庭",不散的云

陪孩子看的，对于小朋友来说还成,2018-07-23,0,何澄,新大头儿子和小头爸爸3：俄罗斯奇遇记,中国大陆,allstar40 rating,"儿童,动画,冒险,家庭",白小懒

孩子的想象力是无敌的，大人拍的这个还真一般。,2018-07-11,0,何澄,新大头儿子和小头爸爸3：俄罗斯奇遇记,中国大陆,allstar30 rating,"儿童,动画,冒险,家庭",.

第一次带娃看电影 挺不错的呀,2018-07-19,0,何澄,新大头儿子和小头爸爸3：俄罗斯奇遇记,中国大陆,allstar40 rating,"儿童,动画,冒险,家庭",Elektra

大头儿子小头爸爸，一对好朋友，快乐父子俩,2018-07-07,0,何澄,新大头儿子和小头爸爸3：俄罗斯奇遇记,中国大陆,allstar30 rating,"儿童,动画,冒险,家庭",一不小心注册了

一般吧，陪孩子看,2018-07-10,0,何澄,新大头儿子和小头爸爸3：俄罗斯奇遇记,中国大陆,allstar30 rating,"儿童,动画,冒险,家庭",琴清

小朋友说都看哭了呢,2018-07-26,0,何澄,新大头儿子和小头爸爸3：俄罗斯奇遇记,中国大陆,allstar40 rating,"儿童,动画,冒险,家庭",爱电影的小浣熊

不是不支持国产，实在是没有必要跟自己过不去。,2018-07-08,1,何澄,新大头儿子和小头爸爸3：俄罗斯奇遇记,中国大陆,allstar10 rating,"儿童,动画,冒险,家庭",人五人六

一个全新的故事，没有延续以前的风格,2018-07-08,1,何澄,新大头儿子和小头爸爸3：俄罗斯奇遇记,中国大陆,allstar30 rating,"儿童,动画,冒险,家庭",Casablanca

还是喜欢小时候的画风。陪弟弟去看的，动画片已经不适合我了，不过里面的配音都是熟悉的感觉。,2018-07-11,0,何澄,新大头儿子和小头爸爸3：俄罗斯奇遇记,中国大陆,allstar30 rating,"儿童,动画,冒险,家庭",苏暖暖暖暖暖儿

真的看不下去 ,2018-07-12,0,何澄,新大头儿子和小头爸爸3：俄罗斯奇遇记,中国大陆,allstar10 rating,"儿童,动画,冒险,家庭",Soft Kitty🍓

睡睡睡,2018-07-13,0,何澄,新大头儿子和小头爸爸3：俄罗斯奇遇记,中国大陆,allstar10 rating,"儿童,动画,冒险,家庭",richenass

希望编剧搞清楚幼稚与弱智的区别,2018-07-15,0,何澄,新大头儿子和小头爸爸3：俄罗斯奇遇记,中国大陆,allstar10 rating,"儿童,动画,冒险,家庭",师奶杀手

没看 就是想打个分,2018-07-07,0,何澄,新大头儿子和小头爸爸3：俄罗斯奇遇记,中国大陆,allstar10 rating,"儿童,动画,冒险,家庭",派对动物

本来想去看看儿时的回忆，但是让我感觉很失望,2018-07-25,0,何澄,新大头儿子和小头爸爸3：俄罗斯奇遇记,中国大陆,allstar30 rating,"儿童,动画,冒险,家庭",陌沫的燕子

三星！,2018-07-11,0,何澄,新大头儿子和小头爸爸3：俄罗斯奇遇记,中国大陆,allstar30 rating,"儿童,动画,冒险,家庭",等不等我wln

最后小头爸爸通过自我毁灭的方式消灭怪兽，这设定完全无法接受。没有说一个人把仅存的一点理智给掐灭了之后能消除那个失控的自己，相反，仅存的理智被吞噬后，人只会更疯狂。,2018-07-10,2,何澄,新大头儿子和小头爸爸3：俄罗斯奇遇记,中国大陆,allstar20 rating,"儿童,动画,冒险,家庭",bloomfield

"懵逼
没话说",2018-07-06,2,何澄,新大头儿子和小头爸爸3：俄罗斯奇遇记,中国大陆,allstar10 rating,"儿童,动画,冒险,家庭",龅牙小鬼

蹭世界杯热度,2018-07-09,1,何澄,新大头儿子和小头爸爸3：俄罗斯奇遇记,中国大陆,allstar20 rating,"儿童,动画,冒险,家庭",Annabelle

社会主义,2018-07-06,2,何澄,新大头儿子和小头爸爸3：俄罗斯奇遇记,中国大陆,allstar10 rating,"儿童,动画,冒险,家庭",泠铃

搪瓷玩偶的福尔摩斯和华生朱丽叶罗密欧一起打败莫里亚提。一路上各种腐国的梗贯穿其中。同时领悟了不要忽视身边重要的人。故事简单但是还是挺欢乐的。合家欢,2018-07-20,2,约翰·斯蒂文森,淘气大侦探,"英国, 美国",allstar40 rating,"喜剧,动画,冒险",Kohoho

梗有点单薄，除了配音卡司强大以外，真没啥亮点,2018-06-12,0,约翰·斯蒂文森,淘气大侦探,"英国, 美国",allstar30 rating,"喜剧,动画,冒险",鸡蛋三明治

上一部是地精版罗密欧与朱丽叶，这一次是“玩具总动员”般阵容的福尔摩斯 。剧情跌宕起伏又能时刻保持生动可爱，关于友谊、爱情，平等、合作的讨论也颇有教育意义。最重要的是，我爱的一美和我喜欢了十几年的德普终于合作啦！虽然只是声音演出，但两人一个戏谑夸张，一个又暖又甜，实在是让人陶醉！,2018-07-21,0,约翰·斯蒂文森,淘气大侦探,"英国, 美国",allstar40 rating,"喜剧,动画,冒险",罗罗

前半部分有点无聊…最后一点还不错,2018-04-10,0,约翰·斯蒂文森,淘气大侦探,"英国, 美国",allstar20 rating,"喜剧,动画,冒险",籽苏

第二部一点也不逊色于第一部！Watson的反转太棒了，敌人总比朋友出彩！ Moriarty 太可爱了！即使是配角，Maggie的戏还是太少了点！Sherlock居然是德普大叔，有时候总让我跳戏～,2018-04-10,1,约翰·斯蒂文森,淘气大侦探,"英国, 美国",allstar50 rating,"喜剧,动画,冒险",纤雪聚林

完全没听出来夏洛克是德普 好帅哦 但是一听就知道蓝莓婆婆是玛吉史密斯 哈哈 太有戏了 声音太有辨识度了 伦敦塔桥的烟花最后真是太美好了 刚开始泰晤士河那段也美 整体还挺好的 “靠男人不会让我们更好 但是好的搭档会让我们更好”,2018-07-24,2,约翰·斯蒂文森,淘气大侦探,"英国, 美国",allstar50 rating,"喜剧,动画,冒险",隆准老大

单单论观感，很棒，再论剧情，也很流畅，虽然会有些低龄化，单却丝毫不影响大朋友的观影感受，许多台词和画面忍俊不禁，也在叙述着一些道理，不得不佩服制作团队的精神，非常棒，很精彩！,2018-07-21,0,约翰·斯蒂文森,淘气大侦探,"英国, 美国",allstar40 rating,"喜剧,动画,冒险",尛鉄。

招财猫作为中国太后……有待商榷！虽然有说法招财猫源自中国，不过招财猫现在还是日本的代表事物比较靠谱……,2018-06-03,1,约翰·斯蒂文森,淘气大侦探,"英国, 美国",allstar40 rating,"喜剧,动画,冒险",叶色燎人

超多梗啊,2018-07-22,0,约翰·斯蒂文森,淘气大侦探,"英国, 美国",allstar40 rating,"喜剧,动画,冒险",诗人的小羊

挺适合带着孩子一起看的，不错。,2018-07-23,0,约翰·斯蒂文森,淘气大侦探,"英国, 美国",allstar30 rating,"喜剧,动画,冒险",静心阁亦疗伤

电影一般，没有我搂着女生的万分之一好看,2018-07-21,0,约翰·斯蒂文森,淘气大侦探,"英国, 美国",allstar50 rating,"喜剧,动画,冒险",蓝皮人

萌死人的小地精！喜欢这种单纯的美好！,2018-07-21,0,约翰·斯蒂文森,淘气大侦探,"英国, 美国",allstar40 rating,"喜剧,动画,冒险",无梦哆啦

第一次专门为一美去电影院竟然是看这个(ｰ ｰ;)  前半部分可以打五星～,2018-07-21,0,约翰·斯蒂文森,淘气大侦探,"英国, 美国",allstar40 rating,"喜剧,动画,冒险",Gloria

